Class,MW,AlogP,#HBA,#HBD,PSA,#ROTB,#ALERTS,MlogP,#MR,#HeavyAtoms,#NHOH,#NO,#AromaticCarbocycles,#AromaticHeterocycles,#Heteroatoms,Morgan2,HeavyAtomMW,MaxPartialCharge,MinPartialCharge,#ValenceElectrons,BertzCT,Kappa1,N_dop,Br_dop,C_dop,O_dop,S_dop,F_dop,Cl_dop,AROMATIC_dop,SINGLE_dop,TRIPLE_dop,num_atom_dop,AlCOO_dop,AlOH_dop,AlOHnt_dop,ArN_dop,Ar_N_dop,ArNH_dop,ArOH_dop,COO_dop,CO_dop,CO_clean_dop,Imine_dop,NHtert_dop,NHsec_dop,NHpri_dop,XCCNR_dop,TACA_dop,Npyrrl_dop,Alk_hal_dop,Alk_oxid_dop,Amide_dop,Aniline_dop,Ar_methyl_dop,Bicycl_dop,Ester_dop,EtherO_dop,Furan_dop,Imidazole_dop,Imide_dop,Ket_dop,OMe_dop,RCN_dop,Nitro_dop,paraHX_dop,PhOH_dop,PhOHno_dop,Piprzn_dop,Priamide_dop,Sulfamd_dop,Urea_dop,cc-c(c)ccc,ccccs,csccn,c1cscn1,ccsc(n)N,cncN,cnc(c)-c,cccc-c(c)n,ccncN,ccc(c)-c(c)n,ccc(c)-cnc,cnc(c)-c(c)c,ccccNC,cc(c)CN,cnccn,ccccn,cccc(c)nc,cncNCC,cccc(c)CN,ccccnc,ccc(cc)CN,cccncNC,ccccncN,CCOC,COC(C)O,CCCO,OCCO,CCC(C)O,CC[C@@H](C)O,CCCOC,CO[C@H](C)C,CCCOCC,cccc(c)N,ccccc(c)N,cc(-c)ccN,ccccc(c)O,cccc(c)CC,cccc(c)OC,CCC(C)C,ccc(c)CCC,ccc(c)OCC,cc(c)CCCC,CCC(C)CC,cc(c)OCCC,CCCCO,CCC(C)COc,cc(O)cccC,cccco,cccc(c)cc,ccc(cc)OC,ccccNCC,cccc(c)NC,ccc(N)nc,ccccN(C)C,CNCCN,CCN(C)C,ccc(c)CNC,ccc(c)NCC,ccc(n)NCC,cc(n)N(C)CC,CNCCN(c)C,cccN(C)CC,ccc(c)N(C)C,CCNCCN,CCNCC,cc(c)CN(C)C,ccc(c)c(c)[nH],cc(n)N(C)C,CN(cn)CCN,ccN(C)CCN,ccN(CC)CC,cc(c)N(C)CC,CCN(C)CCN,ccCN(C)CC,c1cc[nH]c1,cccc(n)NC,C1CNCCN1,cccc([nH])cc,ccncC,cccncn,cncCN,cnc(c)C,cc(C)cn,cnc(c)n,ccnc(c)C,cnc(C)cn,cnc(n)cn,Cc1nccn1,ccnccC,Cccncn,nccncn,C=CC,C=CCC,ccc(C)c(c)O,cc(C)c(c)N,CC=C(C)CCC,COc(cC)cc,cccNCCC,cc(C)c(c)NC,CCCCNC,C=C(C)CCCC,CCC[C@H](C)C,cc(c)NCCC,CCCCCC,CCCC(C)CC,CCC[C@@H](C)CC,CCCCCCC,cc(c)Cc(c)c,cccc(C)cC,ccc[C@H](C)O,cccCOC,ccc(cC)CC,cc(C)cc(c)O,cc(c)C[C@@H](C)C,ccCC[C@@H](C)C,c1cCCCC1,cc(cC)CCC,cc(C)c(c)CC,cc(cCC)CC,cc(C)ccOC,cc(ccO)CC,cccCOCC,CCCCOC,CCOC(C)C,CccCCCC,CCcccOC,cnc(n)N,ccc(N)c(c)C,cc-ccnc,cc-c(cc)nc,ccc-c(c)cc,cccnC,cnCOCC,ccn(c)CC,ccn(C)cn,cccn(c)C,cn(c)CCC,ccn(c)C,cccn(C)cn,cncn(c)CC,cccn(c)CC,ccnCCCC,C1CCOC1,CCC[C@@H](C)O,CCCCCO,cc(c)Oc(c)c,ccc(c)CCN,CNC(C)C,CNCCO,ccc-ccC,cc(c)CCNC,CN[C@@H](C)C,CNC[C@@H](C)NC,CCCNC,cc(c)OCCN,CCOCCN,CNCCCN,CCNC(C)C,CCCNCC,CCCCN(C)C,CCN[C@H](C)CN,CCCNCCN,CCCCNCC,CN(C)CCCN,cc(c)-n(c)cn,Ccncn,ncncn,ccc(c)CCO,ccc(c)c(c)C,cc(C)cc(c)[nH],cc(C)cccC,ccc(c)ccC,ccc[nH]cC,cc(CC)c(c)c,cc(cC)CCO,Cccccc[nH],cc(C)cc(c)c,CCS,CCSC,CC=N,C=NC,N=C(N)N,CCN=CN,C=NCC,ccCSCCN,CC[C@H](C)NC,c1c[nH]cn1,CCC(C)(C)CC,C=CC(C)CCC,C=CCC(C)CC,CCC(C)C(C)C,C=C(C)C(C)C,C=C(C)C(C)CC,C=CC(C)(C)CC,C=C(CC)C(C)C,CCC(CC)CC,C=CC(C)C(C)C,C1CCCCC1,C=CC(CC)CC,ccccc(c)S,NS,ccc[nH]c,CNS,ccc[nH]cn,cc-cnn,ccnc(n)CC,c1cnc[nH]c1,CCN(CC)CC,ccc(c)C(C)C,CC(C)cn,cc(c)C(C)CC,Cncccn,cc(n)cn(c)C,ccc(c)c(c)c,CCNCN,CCNC=Nc,CNC(=N)N,cN=CNCCN,CCNC(=N)N,ccc(C)c(c)N,CCcnC,CcnCC,ccnc(c)-c,cccc(c)nC,ccc-c(n)cc,cc-c(c)ncc,ccc(c)-c(c)c,CccccnC,ccccnCC,CNCCCO,CCNCCCO,CCC[C@H](C)NC,CCN(C)[C@@H](C)C,CC[C@@H](O)CCN,CC[C@@H](CC)NC,CN1CCCC1,CCCC[C@@H](C)O,C1CCNCC1,CCCC[C@H](C)N,CCN[C@@H](C)CC,CCCN[C@@H](C)C,CCCNCCC,ccCNCcc,cnccCCC,c1cnnc1,cc(o)CN(C)C,cccCS,ccNCCCC,cncNCCC,cc(C)cc(c)C,cncccN,cNCCN(C)C,cCC(CC)CC,ccCCNc,cc(N)c(c)CC,cc(c)CC(C)N,cccNC(C)C,cc(cN)CCC,cc(C)cNCC,C[C@H](C)C(C)CO,cc(c)CCCN,ccc(c)n(c)C,cnc(C)nC,CCC(C)CNC,CC(c)C(C)CN,cCCCN(C)C,CC(C)CN(C)C,CccCCCN,ccCCCNC,CCNCC(C)C,ccc(n)c(c)n,cc(C)cccn,ccc(C)ccn,ccCCN(C)C,ccc(c)/C=C\C,cc(C)cCCN,ccCNCCC,ccCNC(C)C,C=CCNC,C=CCN(C)C,C=CCCN(C)C,CC(N)CN(C)C,C=CCCNCC,cCC(C)N(C)C,C=CN,CNC(C)C(C)C,CC(C)CCCN,CCCC(C)CN,CC=CC(C)CC,CCC(C)C(C)N,CCC(CC)CN,ccC(C)CCC,ccC(C)CNC,CCNCC(c)C,CCN(C)CCO,CC(C)C(C)CN,cc(c)cccn,cccnc(c)c,ccNCC(C)C,CCC(N)CCN,CNCCCCN,ccCC(C)NC,ccC(C)CCN,CCC(C)CNc,CC(N)CCN,CC(CN)CCN,ccC(C)(C)CC,ccCC(N)CC,cc(N)cccO,ccOCCCN,cc(c)NCCN,ccc(c)C(C)N,cCNC(C)CN,cCCCCCN,cCCCC(C)C,CC(C)CC(C)N,ccc(c)Cnc,cc(C)c(C)cO,Ccc(C)cOC,CCCNCCO,ccNC(C)CC,CNCCCCO,CC(CO)CCN,cc(c)C(C)CO,CCC(C)C(C)c,cc1cOCC1,cc(O)c(c)CC,cc(C)cC(C)C,CccC(C)CO,CCc(cC)cO,cc(CC)cOC,cCC(N)C(C)C,cc(C)cCCO,cC(CO)CCN,CCC(C)ccO,CCC(CN)CN,cc(c)N(c)CC,ccc(S)c(c)N,cc(S)c(c)NC,CCCCNCN,CC(C)CNCN,C[X],c[X],E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,Activity
1,303.36,0.92,5.0,1.0,62.3,4.0,2.0,0.92,79.38,22.0,1.0,5.0,1.0,0.0,5.0,1.95,282.19,0.3155498818388703,-0.46172004898840946,118.0,545.04,14.18,1,0,17,4,0,0,0,6,18,0,22,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,5,5,5,1,6,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,4,0,0,4,0,7,0,1,0,4,5,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,3,4,1,6,1,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.375006813305877,14.788852355757118,9.557785546317293,0.8028518413538258,-0.9152421107331821,10.061539681325034,2.2596835066288516,-0.2255082357016882,0.23
1,303.36,0.92,5.0,1.0,62.3,4.0,2.0,0.92,79.38,22.0,1.0,5.0,1.0,0.0,5.0,1.95,282.19,0.3155498818388703,-0.46172004898840946,118.0,545.04,14.18,1,0,17,4,0,0,0,6,18,0,22,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,5,5,5,1,6,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,4,4,0,0,4,0,7,0,1,0,4,5,1,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,4,3,4,1,6,1,3,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.375006813305877,14.788852355757118,9.557785546317293,0.8028518413538258,-0.9152421107331821,10.061539681325034,2.2596835066288516,-0.2255082357016882,0.23
1,448.44,4.52,4.0,1.0,61.72,8.0,1.0,4.52,115.08,32.0,1.0,6.0,2.0,1.0,9.0,1.69,425.26,0.4309689828431563,-0.4926923988524217,170.0,1110.96,23.05,2,0,23,4,0,3,0,16,16,0,32,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,3,0,1,0,0,1,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,57.194770559553035,12.205734874968506,3.1071293706314247,0.3410779896556626,0.8582776941221288,11.067173714936985,-1.6522311475602804,0.006250589537927231,0.23
1,427.55,5.23,5.0,1.0,54.69000000000001,7.0,0.0,5.23,128.79,32.0,1.0,6.0,2.0,2.0,6.0,1.72,398.32,0.15595150114111322,-0.4922640352982006,164.0,1188.6,20.52,5,0,26,1,0,0,0,22,14,0,32,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,2,2,1,2,4,2,0,0,8,4,4,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,3,0,2,0,0,2,0,0,0,0,0,0,0,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.028297925791335,11.586493738604926,3.507702057136858,6.476190604150506,1.6959371757324502,14.508931581519668,8.201862343297284,8.327917907100305,0.23
1,202.26,4.58,0.0,0.0,0.0,0.0,1.0,4.58,70.15,16.0,0.0,0.0,4.0,0.0,0.0,0.69,192.18,-0.0026808061111411405,-0.06103258638098143,74.0,666.62,8.12,0,0,16,0,0,0,0,19,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,8.142037037037039,0.0,0.0,21.857962962962965,0.0,0.0,0.23
1,184.49,2.35,1.0,0.0,9.23,3.0,2.0,2.35,22.78,10.0,0.0,1.0,0.0,0.0,7.0,1.6,182.47,0.404702516427719,-0.25447272008479,62.0,105.07,9.9,0,0,3,1,0,5,1,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,59.024537037037035,0.0,0.0,-3.262500000000001,0.0,0.0,-4.629243827160494,-3.7435185185185187,0.24
1,162.24,1.85,2.0,0.0,16.130000000000003,1.0,0.0,1.85,48.84,12.0,0.0,2.0,0.0,1.0,2.0,2.5,148.12,0.036029666516989495,-0.29930714879016557,64.0,245.28,7.74,2,0,10,0,0,0,0,6,7,0,12,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.536851851851852,0.0,1.3587962962962965,0.0,4.791435185185184,6.405944822373394,1.2217866591080877,0.24
1,268.36,2.5,3.0,2.0,75.27000000000001,8.0,2.0,2.5,72.4,19.0,2.0,5.0,0.0,0.0,5.0,1.37,244.16,0.32763186895249063,-0.2768228787873273,108.0,332.6,15.67,2,0,14,3,0,0,0,0,16,0,19,0,0,0,0,0,0,0,0,3,3,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,4,0,0,0.0,34.95506001961141,4.405855480698555,-1.0568786611866967,-0.8938737192407822,-0.7064622269298495,7.568295476994747,3.9780036300526227,0.24
1,432.45,3.27,6.0,2.0,76.89,6.0,0.0,3.27,107.76,31.0,2.0,7.0,2.0,1.0,10.0,2.0,409.27,0.4531328739802734,-0.4964233496968985,164.0,1007.85,21.26,6,0,21,1,0,3,0,17,17,0,31,0,0,0,0,4,0,0,0,0,0,0,4,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,45.723753764112175,0.0,16.935952242643104,2.1400349586447174,-0.587860124207561,15.26640713197552,-2.6289270873573036,1.3672973036997214,0.24
1,370.59,5.89,4.0,0.0,6.48,4.0,1.0,5.89,110.68,25.0,0.0,2.0,2.0,0.0,4.0,1.92,344.38,0.05635974772832869,-0.33954998872159464,132.0,746.43,17.32,2,0,21,0,2,0,0,12,16,0,25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,3,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,6,0,0,2,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,1,1,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0.0,9.229017227261274,0.0,2.755303760393047,0.0,16.490631715266456,7.48076537900131,2.34893812636778,0.24
